time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-08-19T13:28:10.820Z,38.7428333,-122.7221667,0.39,1.4,md,29,117,0.008561,0.07,nc,nc72680261,2016-08-19T17:35:39.915Z,"4km SE of The Geysers, California",earthquake,0.25,0.31,0.211,7,reviewed,nc,nc
2016-08-19T13:08:33.000Z,60.3152,-152.2373,60,1.5,ml,,,,0.22,ak,ak13853127,2016-08-19T13:21:16.623Z,"33km SE of Redoubt Volcano, Alaska",earthquake,2,3.1,,,automatic,ak,ak
2016-08-19T13:00:06.710Z,-55.1548,-31.6527,10,5,mb,,65,2.937,1.03,us,us10006f0t,2016-08-19T13:19:02.040Z,"South Georgia Island region",earthquake,7.9,1.8,0.084,46,reviewed,us,us
2016-08-19T12:56:09.540Z,-55.214,-32.0408,10,5.1,mb,,63,2.741,0.64,us,us10006f0s,2016-08-19T13:45:49.040Z,"South Georgia Island region",earthquake,10.4,1.9,0.081,49,reviewed,us,us
2016-08-19T12:55:46.000Z,63.1363,-144.2436,40,1.3,ml,,,,0.42,ak,ak13853124,2016-08-19T13:13:26.184Z,"67km WSW of Tok, Alaska",earthquake,1.4,11.1,,,automatic,ak,ak
2016-08-19T12:54:27.455Z,39.5172,-119.9221,7.2,1.2,ml,25,52.46,0.067,0.1384,nn,nn00556769,2016-08-19T13:11:23.967Z,"0km NE of Mogul, Nevada",earthquake,,1.2,0.36,11,reviewed,nn,nn
2016-08-19T12:40:07.080Z,-21.3299,-178.1818,470.93,4.3,mb,,103,5.032,1,us,us10006f0p,2016-08-19T14:40:08.040Z,"92km SE of Ndoi Island, Fiji",earthquake,12.8,9.1,0.06,79,reviewed,us,us
2016-08-19T12:15:47.310Z,44.6076667,-110.4188333,1.05,1.51,ml,7,162,0.04454,0.21,uu,uu60158922,2016-08-19T23:01:44.420Z,"36km ENE of Old Faithful Geyser, Wyoming",earthquake,1.13,0.51,0.347,3,reviewed,uu,uu
2016-08-19T12:09:20.000Z,64.1945,-152.2629,5,1.3,ml,,,,0.69,ak,ak13852868,2016-08-19T12:18:57.443Z,"109km S of Tanana, Alaska",earthquake,0.3,0.5,,,automatic,ak,ak
2016-08-19T12:08:59.210Z,-30.1059,-177.6628,35,4.9,mb,,158,0.888,0.86,us,us10006f0j,2016-08-19T12:37:39.040Z,"95km SSE of Raoul Island, New Zealand",earthquake,10.9,1.9,0.125,20,reviewed,us,us
2016-08-19T12:07:42.210Z,36.6597,141.1909,36.52,5.3,mb,,85,0.913,1.23,us,us10006f0e,2016-08-20T09:46:50.942Z,"41km ESE of Kitaibaraki, Japan",earthquake,5.4,4.9,0.028,414,reviewed,us,us
2016-08-19T12:06:45.090Z,-21.075,-70.3411,25,4.4,mb,,178,0.481,1.13,us,us10006f0g,2016-08-19T13:34:52.040Z,"96km SSW of Iquique, Chile",earthquake,4.7,9.1,0.269,4,reviewed,us,us
2016-08-19T12:00:23.070Z,33.1748333,-116.0375,6.72,1.03,ml,46,52,0.1136,0.2,ci,ci37665048,2016-08-19T16:23:46.979Z,"9km ENE of Ocotillo Wells, CA",earthquake,0.21,1.15,0.14,26,reviewed,ci,ci
2016-08-19T11:28:51.000Z,59.0488,-136.6872,5,2.2,ml,,,,0.63,ak,ak13852854,2016-08-19T11:39:58.509Z,"73km WSW of Haines, Alaska",earthquake,0.6,0.3,,,automatic,ak,ak
2016-08-19T11:27:53.000Z,61.1854,-150.8562,70,1.9,ml,,,,0.72,ak,ak13852849,2016-08-19T11:39:57.917Z,"51km W of Anchorage, Alaska",earthquake,0.2,0.4,,,automatic,ak,ak
2016-08-19T11:18:49.000Z,65.6527,-144.3174,5,2.6,ml,,,,0.38,ak,ak13852844,2016-08-19T11:32:11.371Z,"22km SSW of Circle, Alaska",earthquake,12,363.9,,,automatic,ak,ak
2016-08-19T10:53:57.700Z,18.7155,-67.3945,12,2.6,Md,13,205.2,0.33866486,0.46,pr,pr16232001,2016-08-19T11:12:57.708Z,"39km NW of San Antonio, Puerto Rico",earthquake,1.4,1.9,0,12,reviewed,pr,pr
2016-08-19T10:52:43.000Z,64.4687,-147.9835,5,1.2,ml,,,,0.32,ak,ak13852625,2016-08-19T11:09:01.368Z,"42km SSW of Badger, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-19T10:49:52.000Z,61.6844,-151.7521,120,2.1,ml,,,,0.62,ak,ak13852613,2016-08-19T11:01:15.599Z,"90km W of Willow, Alaska",earthquake,0.4,0.5,,,automatic,ak,ak
2016-08-19T10:40:43.480Z,37.5848,-97.8274,2.44,3.5,mb_lg,,53,0.317,0.28,us,us10006ezf,2016-08-20T08:10:24.519Z,"6km SW of Cheney, Kansas",earthquake,2.3,5.9,0.048,113,reviewed,us,us
2016-08-19T10:37:54.382Z,37.345,-114.0993,6.9,1,ml,9,117.99,0.225,0.2198,nn,nn00556766,2016-08-19T13:51:56.978Z,"42km WNW of Ivins, Utah",earthquake,,3.8,0.45,4,reviewed,nn,nn
2016-08-19T10:32:50.000Z,60.3674,-144.026,10,1.3,ml,,,,0.94,ak,ak13852601,2016-08-19T10:40:41.094Z,"94km WNW of Cape Yakataga, Alaska",earthquake,0.8,0.5,,,automatic,ak,ak
2016-08-19T10:32:29.910Z,19.3306667,-155.133,6.602,1.48,md,32,126,0.04472,0.08,hv,hv61379651,2016-08-19T16:04:14.330Z,"15km SE of Volcano, Hawaii",earthquake,0.38,0.83,0.122,10,reviewed,hv,hv
2016-08-19T10:32:25.000Z,61.3181,-146.8283,15,2.8,ml,,,,0.88,ak,ak13852596,2016-08-19T10:40:40.506Z,"33km NW of Valdez, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-08-19T10:31:18.470Z,-55.2829,-30.65,10,5.1,mb,,68,3.525,1.34,us,us10006eze,2016-08-19T10:51:39.306Z,"266km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,7.5,1.9,0.091,39,reviewed,us,us
2016-08-19T10:21:49.140Z,33.1743333,-116.039,5.3,1.25,ml,51,52,0.1145,0.2,ci,ci37665032,2016-08-19T15:07:39.452Z,"9km ENE of Ocotillo Wells, CA",earthquake,0.21,0.82,0.114,35,reviewed,ci,ci
2016-08-19T10:19:18.000Z,65.3438,-144.1555,5,2.6,ml,,,,0.72,ak,ak13852592,2016-08-19T10:32:59.028Z,"28km ESE of Circle Hot Springs Station, Alaska",earthquake,7.6,,,,automatic,ak,ak
2016-08-19T10:02:42.000Z,59.6167,-153.4225,100,2.9,ml,,,,0.68,ak,ak13852370,2016-08-19T10:17:58.079Z,"85km E of Old Iliamna, Alaska",earthquake,0.5,0.4,,,automatic,ak,ak
2016-08-19T10:01:09.600Z,35.6155,-116.3005,0.7,2.58,ml,22,52,0.2842,0.14,ci,ci37665024,2016-08-19T17:03:18.260Z,"27km SSW of Tecopa, CA",earthquake,0.18,0.87,0.172,43,reviewed,ci,ci
2016-08-19T10:00:25.720Z,-55.0652,-31.6786,10,4.9,mb,,112,2.9,0.86,us,us10006ez3,2016-08-19T13:20:54.040Z,"South Georgia Island region",earthquake,7.3,1.9,0.092,37,reviewed,us,us
2016-08-19T09:54:27.400Z,18.0359,-68.5295,81,3,Md,5,219.6,0.49587004,0.5,pr,pr16232003,2016-08-19T12:46:37.858Z,"38km SSE of Boca de Yuma, Dominican Republic",earthquake,9.6,7.5,0,4,reviewed,pr,pr
2016-08-19T09:49:38.000Z,60.949,-149.4852,20,2.3,ml,,,,0.72,ak,ak13852359,2016-08-19T10:02:52.815Z,"37km SE of Anchorage, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-08-19T09:49:10.990Z,-17.0238,-72.3213,44.54,4.9,mb,,139,2.314,0.88,us,us10006eyx,2016-08-19T14:23:36.123Z,"32km W of Mollendo, Peru",earthquake,4.3,7,0.035,252,reviewed,us,us
2016-08-19T09:28:39.800Z,38.7856667,-122.7381667,1.62,1.08,md,30,54,0.002675,0.07,nc,nc72680161,2016-08-19T18:47:24.589Z,"1km ENE of The Geysers, California",earthquake,0.18,0.26,0.179,11,reviewed,nc,nc
2016-08-19T09:15:35.000Z,62.5852,-152.0622,5,2.3,ml,,,,0.78,ak,ak13852350,2016-08-19T09:23:28.976Z,"104km WNW of Talkeetna, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-19T08:32:51.160Z,-55.3016,-30.8287,10,5,mb,,97,3.431,0.76,us,us10006eyj,2016-08-19T09:07:36.040Z,"274km WNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.5,1.9,0.089,41,reviewed,us,us
2016-08-19T08:23:21.300Z,19.3843,-64.856,9,2.1,Md,3,324,0.98814681,0.09,pr,pr16232002,2016-08-19T12:12:29.093Z,"110km NNW of Road Town, British Virgin Islands",earthquake,6,8.4,0,3,reviewed,pr,pr
2016-08-19T08:21:02.900Z,-55.3003,-31.2516,10,5.2,mb,,65,3.198,0.86,us,us10006eyg,2016-08-19T08:37:18.040Z,"296km WNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10,1.9,0.078,54,reviewed,us,us
2016-08-19T08:21:00.000Z,62.814,-149.6321,70,1.7,ml,,,,0.5,ak,ak13852101,2016-08-19T08:28:25.080Z,"59km NNE of Talkeetna, Alaska",earthquake,0.5,0.8,,,automatic,ak,ak
2016-08-19T08:19:14.000Z,63.0665,-149.172,100,2.1,ml,,,,0.44,ak,ak13852097,2016-08-19T08:28:24.490Z,"37km SSW of Cantwell, Alaska",earthquake,0.4,0.7,,,automatic,ak,ak
2016-08-19T08:13:36.400Z,-55.8054,-31.0784,10,5.2,mb,,121,3.465,0.68,us,us10006eyc,2016-08-19T08:30:08.040Z,"260km WNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.6,1.9,0.092,39,reviewed,us,us
2016-08-19T07:57:26.000Z,59.6286,-147.626,40,2.6,ml,,,,0.82,ak,ak13852081,2016-08-19T08:13:05.068Z,"76km WNW of Middleton Island, Alaska",earthquake,3.8,194.5,,,automatic,ak,ak
2016-08-19T07:54:53.980Z,-54.9628,-31.3406,10,5.2,mb,,91,3.069,0.8,us,us10006ey3,2016-08-19T08:10:56.040Z,"South Georgia Island region",earthquake,5.6,1.9,0.091,40,reviewed,us,us
2016-08-19T07:46:40.030Z,-55.1699,-31.8864,10,5.3,mb,,113,2.812,0.86,us,us10006eyf,2016-08-19T08:33:50.040Z,"South Georgia Island region",earthquake,9.5,1.8,0.094,38,reviewed,us,us
2016-08-19T07:43:26.780Z,41.0625,-112.1048333,8.11,1.78,ml,36,55,0.104,0.18,uu,uu60158907,2016-08-19T23:01:11.890Z,"4km SW of Syracuse, Utah",earthquake,0.24,0.85,0.166,8,reviewed,uu,uu
2016-08-19T07:39:10.620Z,37.5025,-118.8308333,1.57,1.33,md,31,107,0.08738,0.05,nc,nc72680131,2016-08-19T18:13:49.520Z,"20km SE of Mammoth Lakes, California",earthquake,0.22,0.73,0.239,26,reviewed,nc,nc
2016-08-19T07:37:12.000Z,63.3973,-150.8923,5,1.1,ml,,,,1.09,ak,ak13851820,2016-08-19T07:41:59.426Z,"97km W of Cantwell, Alaska",earthquake,0.5,0.9,,,automatic,ak,ak
2016-08-19T07:33:08.670Z,37.406,-118.5181667,7.44,1.36,md,25,113,0.06382,0.05,nc,nc72680126,2016-08-19T17:16:55.612Z,"7km NW of West Bishop, California",earthquake,0.51,0.97,0.229,24,reviewed,nc,nc
2016-08-19T07:32:22.730Z,-55.2793,-31.874,10,7.4,mww,,22,2.852,0.78,us,us10006exl,2016-08-19T16:22:35.920Z,"South Georgia Island region",earthquake,8.4,1.8,,,reviewed,us,us
2016-08-19T07:30:40.000Z,61.8925,-149.9171,15,1.8,ml,,,,0.41,ak,ak13851816,2016-08-19T07:41:58.817Z,"17km NNE of Willow, Alaska",earthquake,0.4,0.5,,,automatic,ak,ak
2016-08-19T06:54:42.850Z,19.2236671,-155.4714966,39.67,2.47,md,53,93,0.03576,0.15,hv,hv61379466,2016-08-19T06:57:56.860Z,"2km NNE of Pahala, Hawaii",earthquake,0.43,0.65,0.13,28,automatic,hv,hv
2016-08-19T06:45:03.000Z,62.3181,-153.0129,15,1,ml,,,,1.38,ak,ak13851812,2016-08-19T06:56:20.613Z,"150km W of Talkeetna, Alaska",earthquake,0.4,0.5,,,automatic,ak,ak
2016-08-19T06:12:29.210Z,35.8693333,-121.506,7.83,2.31,md,101,196,0.1171,0.13,nc,nc72680091,2016-08-20T02:16:44.890Z,"37km NW of San Simeon, California",earthquake,0.37,0.25,0.186,76,reviewed,nc,nc
2016-08-19T06:04:22.000Z,63.1485,-150.6635,30,1.8,ml,,,,0.93,ak,ak13851808,2016-08-19T06:21:46.132Z,"90km WSW of Cantwell, Alaska",earthquake,0.6,2.8,,,automatic,ak,ak
2016-08-19T05:59:24.100Z,-20.5743,-68.9516,110.43,4.7,mb,,40,0.684,1.33,us,us10006exb,2016-08-19T06:17:45.040Z,"130km ESE of Iquique, Chile",earthquake,5.4,5.7,0.108,26,reviewed,us,us
2016-08-19T05:38:59.000Z,63.0929,-151.4351,5,1.2,ml,,,,0.6,ak,ak13851806,2016-08-19T05:51:07.372Z,"109km NW of Talkeetna, Alaska",earthquake,0.3,0.6,,,automatic,ak,ak
2016-08-19T05:20:35.000Z,63.3917,-151.5614,15,1.1,ml,,,,0.59,ak,ak13851805,2016-08-19T05:28:03.121Z,"130km W of Cantwell, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-19T05:19:36.100Z,33.1368333,-115.5901667,3.69,1.24,ml,23,104,0.01778,0.18,ci,ci37664920,2016-08-19T14:47:49.205Z,"7km W of Calipatria, CA",earthquake,0.26,0.2,0.159,11,reviewed,ci,ci
2016-08-19T05:02:12.640Z,38.8378334,-122.8030014,1.54,1,md,14,53,0.009902,0.03,nc,nc72680066,2016-08-19T05:03:50.059Z,"7km WNW of Cobb, California",earthquake,0.22,0.47,0.01,3,automatic,nc,nc
2016-08-19T04:55:02.650Z,-33.6494,-178.4735,16.45,4.9,mb,,108,4.415,0.86,us,us10006ex2,2016-08-19T05:21:45.040Z,"249km S of L'Esperance Rock, New Zealand",earthquake,9.6,4.5,0.103,30,reviewed,us,us
2016-08-19T04:40:40.590Z,35.9301667,-117.6393333,4.19,1.26,ml,23,70,0.01984,0.13,ci,ci37664776,2016-08-19T14:44:18.770Z,"24km E of Little Lake, CA",earthquake,0.15,0.25,0.172,16,reviewed,ci,ci
2016-08-19T03:56:56.910Z,36.1578333,-117.9703333,2.04,1.25,ml,14,114,0.1017,0.21,ci,ci37664768,2016-08-19T13:50:06.756Z,"13km N of Coso Junction, CA",earthquake,0.51,0.86,0.25,18,reviewed,ci,ci
2016-08-19T03:54:50.100Z,19.6182,-68.8322,30,3.4,Md,12,255.6,0.46712395,0.46,pr,pr16232000,2016-08-19T09:06:42.940Z,"69km NE of Santa Barbara de Samana, Dominican Republic",earthquake,2.5,7,0,11,reviewed,pr,pr
2016-08-19T03:52:33.150Z,37.1125,-121.5151667,8.2,1.18,md,34,67,0.002932,0.06,nc,nc72680051,2016-08-19T17:55:59.559Z,"8km ENE of San Martin, California",earthquake,0.2,0.3,0.174,29,reviewed,nc,nc
2016-08-19T03:47:49.000Z,62.9635,-150.6615,120,1.8,ml,,,,0.45,ak,ak13851602,2016-08-19T03:59:33.590Z,"76km NNW of Talkeetna, Alaska",earthquake,0.4,0.6,,,automatic,ak,ak
2016-08-19T03:37:30.000Z,63.5098,-144.8434,5,1.4,ml,,,,0.62,ak,ak13851600,2016-08-19T03:51:52.122Z,"44km SSE of Deltana, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-19T03:24:54.000Z,61.684,-150.7802,70,1.5,ml,,,,0.29,ak,ak13851597,2016-08-19T03:44:12.714Z,"39km W of Willow, Alaska",earthquake,0.5,1,,,automatic,ak,ak
2016-08-19T02:56:55.000Z,60.6161,-150.9195,50,1.4,ml,,,,0.36,ak,ak13851594,2016-08-19T03:44:11.940Z,"12km NW of Sterling, Alaska",earthquake,0.5,1.2,,,automatic,ak,ak
2016-08-19T02:25:00.000Z,64.9347,-148.8756,10,1.4,ml,,,,0.58,ak,ak13851393,2016-08-19T02:37:22.299Z,"41km WNW of Ester, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-08-19T02:19:09.880Z,34.068,-117.2728333,15.09,1.12,ml,30,60,0.1131,0.15,ci,ci37664648,2016-08-19T13:50:27.633Z,"2km NNW of Loma Linda, CA",earthquake,0.22,0.39,0.205,31,reviewed,ci,ci
2016-08-19T02:14:36.720Z,33.1395,-115.5901667,3.96,1.34,ml,18,115,0.02016,0.2,ci,ci37664640,2016-08-19T14:39:30.071Z,"7km WNW of Calipatria, CA",earthquake,0.35,0.21,0.229,13,reviewed,ci,ci
2016-08-19T02:07:48.000Z,60.9812,-152.2675,10,2.1,ml,,,,0.5,ak,ak13851390,2016-08-19T02:21:47.370Z,"61km NNE of Redoubt Volcano, Alaska",earthquake,0.2,0.1,,,automatic,ak,ak
2016-08-19T01:56:12.960Z,37.4343333,-121.5195,7.62,1.06,md,15,58,0.02906,0.06,nc,nc72679991,2016-08-20T02:19:45.488Z,"27km ENE of East Foothills, California",earthquake,0.29,0.53,0.185,10,reviewed,nc,nc
2016-08-19T01:46:08.750Z,36.1216667,-117.8425,2.28,1.32,ml,11,94,0.01081,0.11,ci,ci37664632,2016-08-19T13:50:43.665Z,"13km NE of Coso Junction, CA",earthquake,0.35,0.17,0.204,19,reviewed,ci,ci
2016-08-19T01:36:28.000Z,61.5438,-140.9707,10,1.2,ml,,,,0.18,ak,ak13851386,2016-08-19T01:51:00.241Z,"182km NNE of Cape Yakataga, Alaska",earthquake,0.5,0.4,,,automatic,ak,ak
2016-08-19T01:24:03.630Z,46.5378333,-121.6128333,0.07,1.88,ml,23,208,0.2523,0.11,uw,uw61181037,2016-08-19T17:35:19.200Z,"8km SSE of Packwood, Washington",earthquake,0.58,10.43,0.111,46,reviewed,uw,uw
2016-08-19T01:11:00.430Z,34.7261667,-116.2951667,6.15,1.01,ml,8,100,0.1081,0.08,ci,ci37664616,2016-08-19T16:50:48.993Z,"12km W of Ludlow, CA",earthquake,0.23,0.64,0.085,7,reviewed,ci,ci
2016-08-19T01:07:35.290Z,33.138,-115.5845,3.65,1.78,ml,29,86,0.01722,0.15,ci,ci37664608,2016-08-19T14:34:57.294Z,"7km WNW of Calipatria, CA",earthquake,0.18,0.15,0.197,23,reviewed,ci,ci
2016-08-19T01:07:05.530Z,33.1356667,-115.5901667,4.24,1.61,ml,24,85,0.01676,0.13,ci,ci37664600,2016-08-19T01:23:24.340Z,"7km W of Calipatria, CA",earthquake,0.21,0.35,0.185,48,reviewed,ci,ci
2016-08-19T00:52:42.000Z,65.0329,-148.7492,20,2.4,ml,,,,0.57,ak,ak13851177,2016-08-19T01:09:58.420Z,"40km WNW of Ester, Alaska",earthquake,0.2,0.1,,,automatic,ak,ak
2016-08-19T00:27:34.010Z,37.6375,-118.9275,5.86,1.06,md,19,73,0.02262,0.03,nc,nc72679946,2016-08-19T16:38:51.473Z,"4km ESE of Mammoth Lakes, California",earthquake,0.49,0.79,0.399,14,reviewed,nc,nc
2016-08-19T00:25:41.210Z,35.7006667,-121.0333333,9.29,1.1,md,34,72,0.09973,0.08,nc,nc72679941,2016-08-20T02:19:17.375Z,"14km WSW of Lake Nacimiento, California",earthquake,0.15,0.49,0.36,21,reviewed,nc,nc
2016-08-19T00:23:56.080Z,37.6391667,-118.9278333,5.44,1,md,26,71,0.02351,0.04,nc,nc72679936,2016-08-19T17:10:04.684Z,"4km ESE of Mammoth Lakes, California",earthquake,0.34,0.44,0.281,21,reviewed,nc,nc
2016-08-19T00:02:42.740Z,37.6363333,-118.9331667,5.86,1.15,md,32,69,0.02613,0.07,nc,nc72679906,2016-08-20T02:19:14.468Z,"3km ESE of Mammoth Lakes, California",earthquake,0.25,0.27,0.373,21,reviewed,nc,nc
2016-08-19T00:01:38.000Z,66.4799,-153.5064,15,1.6,ml,,,,0.78,ak,ak13851174,2016-08-19T00:11:30.251Z,"38km W of New Allakaket, Alaska",earthquake,2.5,0.7,,,automatic,ak,ak
2016-08-18T23:47:48.000Z,60.9776,-147.5264,5,1.7,ml,,,,0.65,ak,ak13851171,2016-08-18T23:56:51.916Z,"65km WSW of Valdez, Alaska",earthquake,0.3,0.5,,,automatic,ak,ak
2016-08-18T23:43:22.929Z,41.8968,-119.6321,9.5,1.2,ml,5,217.27,0.133,0.1485,nn,nn00556751,2016-08-19T00:56:34.748Z,"67km ESE of Lakeview, Oregon",earthquake,,4.6,0.4,4,reviewed,nn,nn
2016-08-18T23:39:31.000Z,57.2772,-154.2568,30,2.6,ml,,,,0.13,ak,ak13850976,2016-08-19T00:55:58.040Z,"33km SSW of Larsen Bay, Alaska",earthquake,0.5,0.5,,,automatic,ak,ak
2016-08-18T23:36:11.120Z,-23.9166,-66.866,206.4,4.4,mb,,40,1.541,1.15,us,us10006evu,2016-08-18T23:56:58.040Z,"64km WNW of San Antonio de los Cobres, Argentina",earthquake,7.6,9,0.18,9,reviewed,us,us
2016-08-18T23:16:25.000Z,62.545,-148.8077,35,1.5,ml,,,,0.86,ak,ak13850974,2016-08-18T23:24:39.243Z,"68km NE of Y, Alaska",earthquake,0.6,0.8,,,automatic,ak,ak
2016-08-18T23:05:05.400Z,36.2635,-97.6848,5,2.7,mb_lg,,30,0.131,0.62,us,us10006evm,2016-08-19T02:43:20.674Z,"19km E of Waukomis, Oklahoma",earthquake,1.2,0.7,0.071,52,reviewed,us,us
2016-08-18T22:56:46.000Z,65.6426,-145.2946,5,1.5,ml,,,,0.97,ak,ak13850970,2016-08-18T23:10:12.577Z,"33km NW of Circle Hot Springs Station, Alaska",earthquake,0.3,0.2,,,automatic,ak,ak
2016-08-18T22:51:38.440Z,16.3896,-98.2701,44.83,4.6,mb,,190,3.049,0.93,us,us10006evg,2016-08-18T23:46:11.040Z,"17km ESE of Cuajinicuilapa, Mexico",earthquake,5.8,10.4,0.034,262,reviewed,us,us
2016-08-18T22:34:58.170Z,39.5318333,-122.8901667,4.98,1.68,md,16,51,0.04812,0.11,nc,nc72679846,2016-08-19T20:22:12.014Z,"40km NE of Redwood Valley, California",earthquake,0.26,0.59,0.199,16,reviewed,nc,nc
2016-08-18T22:26:28.000Z,60.2476,-150.8059,35,1.5,ml,,,,0.04,ak,ak13850958,2016-08-18T22:38:35.127Z,"30km SSE of Soldotna, Alaska",earthquake,0.6,0.2,,,automatic,ak,ak
2016-08-18T22:20:10.860Z,36.1426667,-117.983,2.85,1.16,ml,18,70,0.1067,0.16,ci,ci37664520,2016-08-18T23:51:37.440Z,"11km NNW of Coso Junction, CA",earthquake,0.29,0.93,0.269,13,reviewed,ci,ci
2016-08-18T22:11:08.000Z,18.8075,-67.2827,11,2.6,Md,13,216,0.37459747,0.46,pr,pr16231013,2016-08-18T22:27:18.466Z,"39km NNW of San Antonio, Puerto Rico",earthquake,1.5,2,0,11,reviewed,pr,pr
2016-08-18T21:21:56.973Z,37.6133,-116.8025,10.1,1.3,ml,16,87.71,0.432,0.2336,nn,nn00556733,2016-08-18T23:48:33.572Z,"39km ESE of Goldfield, Nevada",earthquake,,6.3,0.37,11,reviewed,nn,nn
2016-08-18T21:08:47.000Z,68.2832,-146.2662,5,2,ml,,,,0.81,ak,ak13850766,2016-08-18T21:19:54.064Z,"34km WNW of Arctic Village, Alaska",earthquake,0.3,0.2,,,automatic,ak,ak
2016-08-18T20:10:15.980Z,6,127.061,111.64,4.6,mb,,117,1.815,0.74,us,us10006eu8,2016-08-18T23:38:16.040Z,"105km ESE of Pondaguitan, Philippines",earthquake,7.7,7.6,0.085,41,reviewed,us,us
2016-08-18T20:07:14.420Z,37.6353333,-112.9725,5.84,1.16,md,5,220,0.09694,0.02,uu,uu60158842,2016-08-19T15:41:35.320Z,"9km ESE of Cedar City, Utah",earthquake,1.09,1.52,0.149,4,reviewed,uu,uu
2016-08-18T19:59:03.860Z,38.8101654,-122.8310013,2.66,1.01,md,7,160,0.001926,0.03,nc,nc72679756,2016-08-18T20:00:40.177Z,"7km WNW of The Geysers, California",earthquake,1.08,0.9,0.05,3,automatic,nc,nc
2016-08-18T19:57:13.230Z,38.7861667,-122.7616667,1.32,1.47,md,45,56,0.01575,0.08,nc,nc72679746,2016-08-18T21:17:41.860Z,"1km NNW of The Geysers, California",earthquake,0.15,0.23,0.241,14,reviewed,nc,nc
2016-08-18T19:24:35.000Z,63.4449,-148.7708,10,1,ml,,,,0.29,ak,ak13850403,2016-08-18T19:35:52.854Z,"10km ENE of Cantwell, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-18T19:18:42.570Z,35.956,-116.769,2.44,1.78,ml,17,86,0.08171,0.1,ci,ci37664464,2016-08-18T20:30:16.790Z,"45km W of Shoshone, CA",earthquake,0.21,0.32,0.136,29,reviewed,ci,ci
2016-08-18T19:18:17.780Z,33.138,-115.5891667,3.8,1.52,ml,22,94,0.01845,0.15,ci,ci37664456,2016-08-18T20:28:22.317Z,"7km W of Calipatria, CA",earthquake,0.23,0.18,0.188,25,reviewed,ci,ci
2016-08-18T19:11:41.250Z,33.1346667,-115.5941667,4.65,1.97,ml,36,85,0.01791,0.15,ci,ci37664448,2016-08-18T20:23:26.793Z,"8km W of Calipatria, CA",earthquake,0.16,0.24,0.182,50,reviewed,ci,ci
2016-08-18T19:05:45.080Z,45.0816667,-123.1135,-0.32,1.81,ml,9,99,0.168,0.18,uw,uw61180937,2016-08-19T17:55:33.280Z,"8km ESE of Amity, Oregon",explosion,0.73,31.61,0.194,12,reviewed,uw,uw
2016-08-18T19:04:47.720Z,35.9555,-117.6566667,3.63,1.53,ml,27,36,0.00914,0.11,ci,ci37664440,2016-08-18T20:17:04.600Z,"23km E of Little Lake, CA",earthquake,0.12,0.24,0.149,27,reviewed,ci,ci
2016-08-18T18:54:04.270Z,37.5175,-118.422,5.93,1.15,md,12,104,0.0349,0.04,nc,nc72679721,2016-08-18T20:19:35.886Z,"14km N of Dixon Lane-Meadow Creek, California",earthquake,0.34,0.67,0.182,10,reviewed,nc,nc
2016-08-18T18:53:24.830Z,33.1361667,-115.5868333,3.76,2.46,ml,25,85,0.01602,0.15,ci,ci37664312,2016-08-18T20:11:21.805Z,"7km W of Calipatria, CA",earthquake,0.27,0.18,0.123,9,reviewed,ci,ci
2016-08-18T18:52:52.740Z,33.1335,-115.5918333,4.85,2.47,ml,43,85,0.01576,0.23,ci,ci37664304,2016-08-18T19:24:01.292Z,"7km W of Calipatria, CA",earthquake,0.21,0.5,0.15,62,reviewed,ci,ci
2016-08-18T18:49:51.590Z,33.1336667,-115.5936667,4.96,2.16,ml,38,85,0.01688,0.19,ci,ci37664296,2016-08-18T19:08:52.620Z,"8km W of Calipatria, CA",earthquake,0.2,0.29,0.2,48,reviewed,ci,ci
2016-08-18T18:49:43.900Z,-55.7838,-123.2919,10,5.1,mb,,50,29.617,0.76,us,us10006ew5,2016-08-19T21:56:29.040Z,"Southern East Pacific Rise",earthquake,13.6,1.8,0.082,49,reviewed,us,us
2016-08-18T18:45:42.940Z,33.1336667,-115.5873333,4.81,2.37,ml,42,85,0.01389,0.21,ci,ci37664280,2016-08-18T19:01:33.530Z,"7km W of Calipatria, CA",earthquake,0.19,0.31,0.179,60,reviewed,ci,ci
2016-08-18T18:24:39.180Z,39.5261667,-122.8896667,5.7,1.71,md,16,55,0.04429,0.11,nc,nc72679701,2016-08-18T22:35:17.558Z,"39km NE of Redwood Valley, California",earthquake,0.29,0.71,0.193,17,reviewed,nc,nc
